Fecha,TipoGasto,Costo,Sucursal
2025-07-18,Mantenimiento de equipo,3007,Condesa
2025-07-18,Mantenimiento de equipo,10949,Polanco
2025-07-20,Mantenimiento de sucursal,6161,Polanco
2025-07-20,Mantenimiento de sucursal,4918,Condesa
2025-07-20,Mantenimiento de sucursal,5957,Roma
2025-07-22,Software administrativo,3506,Condesa
2025-07-22,Software administrativo,5492,Roma
2025-07-22,Software administrativo,5420,Polanco
2025-07-25,Contabilidad,7914,Polanco
2025-07-25,Contabilidad,8930,Roma
2025-07-25,Contabilidad,7258,Condesa
2025-07-26,Papelería,1271,Condesa
2025-07-26,Papelería,1326,Roma
2025-07-26,Papelería,1774,Polanco
2025-07-28,Pago de crédito de financiamiento,11141,Roma
2025-07-28,Pago de crédito de financiamiento,11562,Condesa
2025-07-28,Pago de crédito de financiamiento,12781,Polanco
2025-08-01,Renta,54611,Polanco
2025-08-01,Renta,44388,Condesa
2025-08-01,Nómina,52124,Condesa
2025-08-01,Nómina,55932,Polanco
2025-08-01,Renta,61114,Roma
2025-08-01,Nómina,55665,Roma
2025-08-02,Microsoft 365,2200,Condesa
2025-08-02,Microsoft 365,2200,Polanco
2025-08-02,Microsoft 365,2200,Roma
2025-08-03,Internet,1127,Roma
2025-08-03,Internet,1170,Condesa
2025-08-03,Internet,1247,Polanco
2025-08-05,Luz,6543,Roma
2025-08-05,Luz,6049,Condesa
2025-08-05,Luz,5392,Polanco
2025-08-10,Publicidad,9329,Polanco
2025-08-10,Publicidad,10732,Roma
2025-08-10,Publicidad,9720,Condesa
2025-08-12,Agua,3065,Condesa
2025-08-12,Agua,1718,Polanco
2025-08-12,Agua,3029,Roma
2025-08-15,Limpieza,5696,Polanco
2025-08-15,Limpieza,5017,Condesa
2025-08-15,Limpieza,4157,Roma
2025-08-18,Mantenimiento de equipo,10538,Polanco
2025-08-18,Mantenimiento de equipo,9813,Condesa
2025-08-18,Mantenimiento de equipo,4334,Roma
2025-08-20,Mantenimiento de sucursal,6194,Condesa
2025-08-20,Mantenimiento de sucursal,6805,Polanco
2025-08-20,Mantenimiento de sucursal,3591,Roma
2025-08-22,Software administrativo,4243,Condesa
2025-08-22,Software administrativo,4829,Roma
2025-08-22,Software administrativo,4910,Polanco
2025-08-25,Contabilidad,6867,Condesa
2025-08-25,Contabilidad,5867,Roma
2025-08-25,Contabilidad,5764,Polanco
2025-08-26,Papelería,990,Polanco
2025-08-26,Papelería,1734,Condesa
2025-08-26,Papelería,2011,Roma
2025-08-28,Pago de crédito de financiamiento,7090,Polanco
2025-08-28,Pago de crédito de financiamiento,8468,Roma
2025-08-28,Pago de crédito de financiamiento,8755,Condesa
2025-09-01,Renta,57760,Condesa
2025-09-01,Renta,52075,Polanco
2025-09-01,Nómina,54040,Polanco
2025-09-01,Nómina,58014,Condesa
2025-09-01,Nómina,54619,Roma
2025-09-01,Renta,57246,Roma
2025-09-02,Microsoft 365,2200,Condesa
2025-09-02,Microsoft 365,2200,Polanco
2025-09-02,Microsoft 365,2200,Roma
2025-09-03,Internet,1415,Polanco
2025-09-03,Internet,1417,Condesa
2025-09-03,Internet,1216,Roma
2025-09-05,Luz,8538,Roma
2025-09-05,Luz,9866,Polanco
2025-09-05,Luz,7439,Condesa
2025-09-10,Publicidad,10990,Roma
2025-09-10,Publicidad,9622,Polanco
2025-09-10,Publicidad,9352,Condesa
2025-09-12,Agua,3105,Condesa
2025-09-12,Agua,3041,Polanco
2025-09-12,Agua,1965,Roma
2025-09-15,Limpieza,3064,Condesa
2025-09-15,Limpieza,4944,Polanco
2025-09-15,Limpieza,5912,Roma
2025-09-18,Mantenimiento de equipo,6675,Condesa
2025-09-18,Mantenimiento de equipo,2917,Polanco
2025-09-18,Mantenimiento de equipo,8200,Roma
2025-09-20,Mantenimiento de sucursal,6285,Condesa
2025-09-20,Mantenimiento de sucursal,4053,Roma
2025-09-20,Mantenimiento de sucursal,5640,Polanco
2025-09-22,Software administrativo,5860,Polanco
2025-09-22,Software administrativo,4856,Condesa
2025-09-22,Software administrativo,5675,Roma
2025-09-25,Contabilidad,8687,Condesa
2025-09-25,Contabilidad,5943,Roma
2025-09-25,Contabilidad,7873,Polanco
2025-09-26,Papelería,1300,Polanco
2025-09-26,Papelería,2081,Condesa
2025-09-26,Papelería,1992,Roma
2025-09-28,Pago de crédito de financiamiento,12441,Polanco
2025-09-28,Pago de crédito de financiamiento,12420,Condesa
2025-09-28,Pago de crédito de financiamiento,10327,Roma
2025-10-01,Renta,47053,Polanco
2025-10-01,Nómina,57119,Polanco
2025-10-01,Renta,59400,Condesa
2025-10-01,Nómina,57769,Condesa
2025-10-01,Nómina,52910,Roma
2025-10-01,Renta,57243,Roma
2025-10-02,Microsoft 365,2200,Polanco
2025-10-02,Microsoft 365,2200,Roma
2025-10-02,Microsoft 365,2200,Condesa
2025-10-03,Internet,1324,Polanco
2025-10-03,Internet,1248,Roma
2025-10-03,Internet,1196,Condesa
2025-10-05,Luz,5642,Polanco
2025-10-05,Luz,6977,Roma
2025-10-05,Luz,8371,Condesa
2025-10-10,Publicidad,10746,Polanco
2025-10-10,Publicidad,9261,Roma
2025-10-10,Publicidad,10492,Condesa
2025-10-12,Agua,2411,Condesa
2025-10-12,Agua,3281,Polanco
2025-10-12,Agua,2808,Roma
2025-10-15,Limpieza,5641,Condesa
2025-10-15,Limpieza,5351,Polanco
2025-10-15,Limpieza,3223,Roma
2025-10-18,Mantenimiento de equipo,9409,Condesa
2025-10-18,Mantenimiento de equipo,4461,Roma
2025-10-18,Mantenimiento de equipo,7334,Polanco
2025-10-20,Mantenimiento de sucursal,6803,Condesa
2025-10-20,Mantenimiento de sucursal,7565,Polanco
2025-10-20,Mantenimiento de sucursal,5098,Roma
2025-10-22,Software administrativo,4690,Polanco
2025-10-22,Software administrativo,3779,Condesa
2025-10-22,Software administrativo,4771,Roma
2025-10-25,Contabilidad,7129,Condesa
2025-10-25,Contabilidad,6668,Roma
2025-10-25,Contabilidad,8195,Polanco
2025-10-26,Papelería,1966,Condesa
2025-10-26,Papelería,966,Roma
2025-10-26,Papelería,2105,Polanco
2025-10-28,Pago de crédito de financiamiento,10584,Roma
2025-10-28,Pago de crédito de financiamiento,9582,Polanco
2025-10-28,Pago de crédito de financiamiento,11644,Condesa
2025-11-01,Nómina,56210,Polanco
2025-11-01,Renta,68945,Polanco
2025-11-01,Renta,60275,Condesa
2025-11-01,Renta,63077,Roma
2025-11-01,Nómina,52212,Roma
2025-11-01,Nómina,51431,Condesa
2025-11-02,Microsoft 365,2200,Roma
2025-11-02,Microsoft 365,2200,Polanco
2025-11-02,Microsoft 365,2200,Condesa
2025-11-03,Internet,1261,Polanco
2025-11-03,Internet,1187,Condesa
2025-11-03,Internet,966,Roma
2025-11-05,Luz,7392,Polanco
2025-11-05,Luz,8773,Condesa
2025-11-05,Luz,5940,Roma
2025-11-10,Publicidad,10424,Roma
2025-11-10,Publicidad,9427,Condesa
2025-11-10,Publicidad,10531,Polanco
2025-11-12,Agua,2498,Condesa
2025-11-12,Agua,2652,Polanco
2025-11-12,Agua,2186,Roma
2025-11-15,Limpieza,5338,Condesa
2025-11-15,Limpieza,5548,Polanco
2025-11-15,Limpieza,4794,Roma
2025-11-18,Mantenimiento de equipo,10084,Polanco
2025-11-18,Mantenimiento de equipo,8922,Condesa
2025-11-18,Mantenimiento de equipo,4833,Roma
2025-11-20,Mantenimiento de sucursal,3627,Condesa
2025-11-20,Mantenimiento de sucursal,6307,Polanco
2025-11-20,Mantenimiento de sucursal,4381,Roma
2025-11-22,Software administrativo,5835,Polanco
2025-11-22,Software administrativo,5142,Condesa
2025-11-22,Software administrativo,4860,Roma
2025-11-25,Contabilidad,7763,Condesa
2025-11-25,Contabilidad,8937,Roma
2025-11-25,Contabilidad,5351,Polanco
2025-11-26,Papelería,1780,Polanco
2025-11-26,Papelería,2090,Roma
2025-11-26,Papelería,1202,Condesa
2025-11-28,Pago de crédito de financiamiento,6564,Roma
2025-11-28,Pago de crédito de financiamiento,11517,Condesa
2025-11-28,Pago de crédito de financiamiento,12050,Polanco
2025-12-01,Renta,66771,Condesa
2025-12-01,Nómina,58267,Condesa
2025-12-01,Nómina,55573,Polanco
2025-12-01,Renta,43528,Polanco
2025-12-01,Nómina,52518,Roma
2025-12-01,Renta,66545,Roma
2025-12-02,Microsoft 365,2200,Polanco
2025-12-02,Microsoft 365,2200,Roma
2025-12-02,Microsoft 365,2200,Condesa
2025-12-03,Internet,1038,Roma
2025-12-03,Internet,1317,Condesa
2025-12-03,Internet,1159,Polanco
2025-12-05,Luz,9773,Polanco
2025-12-05,Luz,5166,Roma
2025-12-05,Luz,10470,Condesa
2025-12-10,Publicidad,10534,Polanco
2025-12-10,Publicidad,9832,Condesa
2025-12-10,Publicidad,9087,Roma
2025-12-12,Agua,3058,Polanco
2025-12-12,Agua,1618,Condesa
2025-12-12,Agua,2970,Roma
2025-12-15,Limpieza,3175,Polanco
2025-12-15,Limpieza,5641,Roma
2025-12-15,Limpieza,4618,Condesa
2025-12-18,Mantenimiento de equipo,4985,Condesa
2025-12-18,Mantenimiento de equipo,11257,Polanco
2025-12-18,Mantenimiento de equipo,4020,Roma
2025-12-20,Mantenimiento de sucursal,5119,Condesa
2025-12-20,Mantenimiento de sucursal,5756,Polanco
2025-12-20,Mantenimiento de sucursal,2690,Roma
2025-12-22,Software administrativo,3623,Roma
2025-12-22,Software administrativo,3851,Condesa
2025-12-22,Software administrativo,5323,Polanco
2025-12-25,Contabilidad,5399,Roma
2025-12-25,Contabilidad,6318,Condesa
2025-12-25,Contabilidad,5402,Polanco
2025-12-26,Papelería,1323,Roma
2025-12-26,Papelería,1800,Condesa
2025-12-26,Papelería,2095,Polanco
2025-12-28,Pago de crédito de financiamiento,9531,Condesa
2025-12-28,Pago de crédito de financiamiento,13325,Polanco
2025-12-28,Pago de crédito de financiamiento,7943,Roma
